"","Tid","BNP","KRE","RUR","RHI"
"192",1998-11-15,2829.30412711675,-86058.5915899151,-31603.3616238684,-1.56670699451855
"193",1999-02-15,-1190.2847416652,-79692.999857275,-28964.7566595676,-0.869529054466772
"194",1999-05-15,-46.2064043678545,-78823.4813976999,-28983.2429882779,-1.21082416540443
"195",1999-08-15,224.358478377251,-84973.168445174,-30620.3208243033,-0.765688139217277
"196",1999-11-15,4804.90699015901,-97042.2357139569,-37587.4761443697,-2.5805937355218
"197",2000-02-15,1530.45897430868,-73992.9153561775,-40594.9924523981,-2.10006601994786
"198",2000-05-15,2178.69552062027,-65619.775294897,-43435.1796602868,-1.14757984753557
"199",2000-08-15,3357.60466311923,-78282.9587053413,-48336.6052756423,0.377951140494853
"200",2000-11-15,9144.70772891214,-84547.1016294482,-51467.2811003123,-0.471357979791448
"201",2001-02-15,1270.31688915578,-76630.8815503066,-50766.9444414063,0.759046224962923
"202",2001-05-15,1167.30554948861,-79192.8926624337,-53891.2981544854,-0.0793564821300642
"203",2001-08-15,3190.1091658697,-72479.7666543594,-51690.434227524,0.303861999616283
"204",2001-11-15,6756.44674565916,-64099.6630114074,-42342.9233614712,-2.19848235520301
"205",2002-02-15,-1155.10102957774,-70065.3160464498,-45591.1164541703,-2.02572486256306
"206",2002-05-15,969.420156196144,-72427.23366071,-45706.2973691563,-1.8139198447658
"207",2002-08-15,1490.54319921404,-68436.9019869422,-37397.3316153098,-2.12127682545776
"208",2002-11-15,3644.15014177837,-76904.456532867,-39730.7616762561,-4.00734035077288
"209",2003-02-15,-3489.02983556094,-75790.3294958183,-35760.4824357438,-5.60397169468499
"210",2003-05-15,-4167.8717276751,-74365.249182982,-31631.0598744266,-4.70324298565208
"211",2003-08-15,-1700.52322655625,-70961.9522507559,-26419.643852293,-3.6514801835634
"212",2003-11-15,3504.87172989347,-72379.1665102336,-26342.7349035808,-5.05042154819585
"213",2004-02-15,-1652.42606760643,-63367.2685865732,-22687.2620663002,-2.68007474178641
"214",2004-05-15,-416.403376351937,-56107.8621420364,-20099.4709159048,0.310341096849964
"215",2004-08-15,1967.16676002922,-51656.5676896839,-18638.054987769,3.63766740429858
"216",2004-11-15,6875.75272836476,-46698.1113949217,-20006.2973178078,4.69041389295211
"217",2005-02-15,-782.718354729539,-27456.6714840972,-12462.8671270766,9.35099837567135
"218",2005-05-15,5259.41738393385,-4643.0708010945,-5855.23110741093,15.1385657616208
"219",2005-08-15,5481.52027912945,12930.5681680506,5406.70367078455,22.5947245953879
"220",2005-11-15,9152.14405503075,31331.1619434586,11659.0058223374,29.907521565161
"221",2006-02-15,4757.86025562641,56131.2710623213,21368.3469265487,39.1588192389124
"222",2006-05-15,10383.7213492019,76734.5941640798,26362.4576587592,47.3523072018644
"223",2006-08-15,10544.3837451064,93398.1697602917,34356.9290724247,50.7244414119395
"224",2006-11-15,10994.330831784,123658.365638704,41445.0029345147,49.0539298493436
"225",2007-02-15,6088.96684773423,144848.180626445,47127.1521588804,50.2735857346802
"226",2007-05-15,7141.9322304779,160674.314880544,54013.9437861214,50.421565303916
"227",2007-08-15,10892.8784583291,185977.979406437,67546.0373778094,50.7999640765241
"228",2007-11-15,14760.9168223196,213849.183050633,71133.8532528686,44.2529323399658
"229",2008-02-15,5436.50890303997,217986.339866769,70068.1189160775,39.3288631044507
"230",2008-05-15,8649.61838652905,228660.09191643,72489.3902187176,37.7879295122223
"231",2008-08-15,10045.277622007,236308.406148157,76055.9278407058,31.4538431428854
"232",2008-11-15,7211.09979062948,280090.38808263,80520.8372320934,16.7224431305062
"233",2009-02-15,-4276.30607372969,266442.675765177,86683.5168618451,6.27485970773126
"234",2009-05-15,-7084.91751443541,243724.907134242,87801.3619716157,5.10889948967877
"235",2009-08-15,-3382.71303171878,221139.578375659,90924.9148741196,5.46748117191756
"236",2009-11-15,-1774.48829857876,205335.201666054,91310.3821900933,3.91572405744542
"237",2010-02-15,-6080.61327014074,185262.705280991,82070.5706294945,2.91260438513852
"238",2010-05-15,-2286.29150614123,188362.050814169,76957.2029621088,4.74990095796907
"239",2010-08-15,526.544149385189,177661.176796158,74536.8799404673,4.15115047334852
"240",2010-11-15,859.566092810993,159825.111341178,71552.7148743718,2.14726157351797
"241",2011-02-15,-5469.17160408893,127620.185299395,58263.2655821769,-2.41741638536859
"242",2011-05-15,-5092.77759708455,97805.5551094371,48399.0536615138,-3.46473846348401
