"","Tid","BNP","KRE","RUR","RHI"
"77",1970-02-15,1950.16887667175,8406.22994723525,-2285.73363488678,-1.39869711492357
"78",1970-05-15,4566.55668062353,8794.61020090698,-49.6767296946032,-2.32400032612531
"79",1970-08-15,246.344553744908,5253.72205835595,-2732.08517032503,-2.57100696230764
"80",1970-11-15,-3294.10678335967,3766.21224485454,-3257.77937251308,-0.140968410802592
"81",1971-02-15,499.343097991689,8888.63878597711,-1352.28765914633,-2.51399078785495
"82",1971-05-15,748.059862583474,7232.95092888705,2235.29273694286,-4.22873412791583
"83",1971-08-15,2102.15503158167,9395.90037667713,3742.74253567684,-3.58926148389383
"84",1971-11-15,-139.040010398066,8568.48710161394,5361.40423124802,-1.02455955926253
"85",1972-02-15,1543.68230613523,11688.4798874282,6612.54343632009,3.29156062021132
"86",1972-05-15,3660.90353336013,12649.5167800146,9365.19475081951,5.2873947131598
"87",1972-08-15,6359.14580715532,19771.821430996,11785.4437590875,3.87903441854496
"88",1972-11-15,4624.80206465653,22328.3849904515,14651.3695457241,5.64080084059469
"89",1973-02-15,6798.66318034481,31758.8369554039,19201.5655859839,8.70598215542588
"90",1973-05-15,7201.2823815934,30208.8471458936,20298.5220133616,7.98555853750129
"91",1973-08-15,6073.05629080967,35299.774750783,21092.3616856891,9.98391994891115
"92",1973-11-15,6151.38014899605,30602.6367768407,19860.2719226636,8.32504314103064
"93",1974-02-15,3207.12568813844,30017.8405283451,17201.3968503258,4.4749474009436
"94",1974-05-15,3529.95099986,24710.1226970886,16844.9274159508,-2.91225167223543
"95",1974-08-15,455.247341962455,18391.1813605375,14029.7353479474,-5.75959817322797
"96",1974-11-15,-687.100765831623,9292.11511747759,11395.1997031154,-3.08976232537103
"97",1975-02-15,-624.471847427621,11192.446297574,12265.8491016479,2.18584824322299
"98",1975-05-15,142.400628734958,10005.899564317,17461.2477613607,3.55146187271522
"99",1975-08-15,53.0498490394038,11872.10463837,19936.5602586,5.97154150580752
"100",1975-11-15,5724.31327364551,23119.5043351199,29197.4995369142,6.70130363085782
"101",1976-02-15,6789.48268766115,26141.255567274,28122.9333415409,6.94708153102814
"102",1976-05-15,8204.00893102539,21592.469737881,25463.5869185576,3.96298699596922
"103",1976-08-15,3276.85919123116,28715.1744612632,26645.7629281378,4.16008295499721
"104",1976-11-15,3127.73742009581,17656.4439660459,21267.9506745458,4.24450422034931
"105",1977-02-15,2938.02857386718,24319.6090740451,24927.0530136984,3.95500316985712
"106",1977-05-15,3326.4539056954,22213.6028367648,24320.6688228906,7.09778049667136
"107",1977-08-15,5425.62975396462,22597.0958246339,22443.5247763034,8.23866376867918
"108",1977-11-15,1595.41794485087,8435.37922296713,14566.0643531705,8.0736708240246
"109",1978-02-15,969.220474038099,10679.8624651268,13571.4680988235,10.8557197773826
"110",1978-05-15,3337.43785721532,12557.5715187789,16815.1931970439,13.5825062973942
"111",1978-08-15,4658.92686069306,17671.3387710611,18832.087894119,14.9616824982259
"112",1978-11-15,2598.33266590146,14461.427236781,18149.5276812141,12.7558551227818
"113",1979-02-15,4625.23154311045,14857.2657423579,18085.2407032184,14.9623309058401
"114",1979-05-15,4811.78016184323,16918.1232807904,19070.7720378189,17.4634228207601
"115",1979-08-15,899.459236372604,7723.99200296185,11524.266672873,13.5025552964181
"116",1979-11-15,1398.07282511726,4057.48940811943,11439.0535392812,10.5313138192458
"117",1980-02-15,1582.84106857918,-1971.08324433771,7015.80962948361,6.61628705650612
"118",1980-05-15,-1655.97429277521,-5127.98179913936,4573.9896623909,0.729231216548762
"119",1980-08-15,-5747.00286776249,-11157.0094398442,302.183340238571,-0.367544295509217
"120",1980-11-15,-5461.98513122592,-13125.934303674,-1306.33147388107,-1.97174465614628
